date,quarter,stocks,stocks_count
2016-09-30,2016-Q3,"TGKN,TGKA,TGKB,TGKBP,UPRO,MRKP,MRKV",7
2016-12-31,2016-Q4,"TGKA,TGKB,TGKN,TGKBP,MSNG,MRKP,OGKB",7
2017-03-31,2017-Q1,"TGKA,TGKB,TGKN,TGKBP,UPRO,PRFN,MRKP",7
2017-06-30,2017-Q2,"TGKN,TGKA,TGKB,MRKP,TGKBP,UPRO,MSNG",7
2017-09-30,2017-Q3,"TGKB,TGKA,TGKBP,TGKN,MRKP,MRKV,MSNG",7
2017-12-31,2017-Q4,"TGKB,TGKA,TGKN,TGKBP,MRKP,MRKV,MRKU",7
2018-03-31,2018-Q1,"TGKA,TGKB,TGKBP,TGKN,MRKP,MRKV,UPRO",7
2018-06-30,2018-Q2,"SBER,GAZP,LKOH,ROSN,GMKN,VTBR,MGNT",7
2018-09-30,2018-Q3,"SBER,GAZP,LKOH,GMKN,MGNT,ROSN,SNGSP",7
2018-12-31,2018-Q4,"SBER,LKOH,GAZP,ROSN,GMKN,MGNT,SNGSP",7
2019-03-31,2019-Q1,"SBER,LKOH,GAZP,GMKN,ROSN,MGNT,ALRS",7
2019-06-30,2019-Q2,"SBER,GAZP,LKOH,GMKN,ROSN,SBERP,MGNT",7
2019-09-30,2019-Q3,"SBER,GAZP,LKOH,GMKN,SNGSP,SNGS,ROSN",7
2019-12-31,2019-Q4,"GAZP,SBER,LKOH,GMKN,SNGS,YDEX,ROSN",7
2020-03-31,2020-Q1,"SBER,GAZP,LKOH,GMKN,ROSN,SNGS,MGNT",7
2020-06-30,2020-Q2,"SBER,GAZP,LKOH,GMKN,ROSN,TATN,PLZL",7
2020-09-30,2020-Q3,"SBER,YDEX,GAZP,GMKN,LKOH,PLZL,MGNT",7
2020-12-31,2020-Q4,"SBER,GAZP,LKOH,GMKN,YDEX,PLZL,ROSN",7
2021-03-31,2021-Q1,"SBER,GMKN,GAZP,LKOH,ROSN,YDEX,TATN",7
2021-06-30,2021-Q2,"SBER,GAZP,GMKN,LKOH,VTBR,YDEX,ROSN",7
2021-09-30,2021-Q3,"GAZP,SBER,LKOH,GMKN,ROSN,ALRS,NVTK",7
2021-12-31,2021-Q4,"GAZP,SBER,LKOH,GMKN,ROSN,YDEX,SNGS",7
2022-03-31,2022-Q1,"SBER,GAZP,LKOH,YDEX,GMKN,ROSN,T",7
2022-06-30,2022-Q2,"GAZP,SBER,LKOH,ROSN,GMKN,NVTK,VTBR",7
2022-09-30,2022-Q3,"GAZP,SBER,LKOH,GMKN,NVTK,ROSN,YDEX",7
2022-12-31,2022-Q4,"SBER,GAZP,LKOH,PLZL,GMKN,ROSN,YDEX",7
2023-03-31,2023-Q1,"SBER,GAZP,PLZL,LKOH,ABIO,NVTK,SBERP",7
2023-06-30,2023-Q2,"SBER,GAZP,LKOH,VTBR,MGNT,YDEX,PLZL",7
2023-09-30,2023-Q3,"SBER,LKOH,GAZP,VTBR,TRNFP,MGNT,YDEX",7
2023-12-31,2023-Q4,"SBER,MTLR,LKOH,GAZP,YDEX,SNGSP,MGNT",7
2024-03-31,2024-Q1,"SBER,YDEX,LKOH,T,MTLR,GAZP,VTBR",7
2024-06-30,2024-Q2,"SBER,GAZP,LKOH,T,RNFT,AFKS,YDEX",7
2024-09-30,2024-Q3,"SBER,GAZP,LKOH,YDEX,T,MTLR,NVTK",7
2024-12-31,2024-Q4,"T,SBER,GAZP,LKOH,OZON,YDEX,SMLT",7
2025-03-31,2025-Q1,"SBER,GAZP,T,VTBR,SMLT,LKOH,NVTK",7
2025-06-30,2025-Q2,"GAZP,SBER,T,VTBR,LKOH,NVTK,YDEX",7
